,fileid,age,mlu,utterance
477,Hall/BlackPro/jaf.xml,57,[4.363957597173145], sixteen four 
478,Hall/BlackPro/jaf.xml,57,[4.363957597173145], seventeen 
479,Hall/BlackPro/jaf.xml,57,[4.363957597173145], now number seventeen 
480,Hall/BlackPro/jaf.xml,57,[4.363957597173145], number seventeen gonna kick off 
481,Hall/BlackPro/jaf.xml,57,[4.363957597173145], number nineteen 
482,Hall/BlackPro/jaf.xml,57,[4.363957597173145], seventeen 
483,Hall/BlackPro/kif.xml,57,[6.159958180867747], fifteen nukee street 
484,Hall/BlackPro/kif.xml,57,[6.159958180867747], fifteen nukee street 
485,Hall/BlackPro/kif.xml,57,[6.159958180867747], a sixteen on it 
486,Hall/BlackPro/kif.xml,57,[6.159958180867747], a sixteen on it 
487,Hall/BlackPro/kif.xml,57,[6.159958180867747], one two three four five six seven eight nine ten eleven thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty 
488,Hall/BlackPro/kif.xml,57,[6.159958180867747], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty 
489,Hall/BlackPro/kif.xml,57,[6.159958180867747], one two three four five six seven eight nine ten eleven thirteen fourteen fifteen sixteen thirt sixteen seventeen eighteen twenty one two three four five six seven eight nine ten eleven thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty where is carl 
490,Hall/BlackPro/kif.xml,57,[6.159958180867747], when i get uh thirteen i ll be big like you 
491,Hall/BlackPro/kif.xml,57,[6.159958180867747], past seven fifteen 
492,Hall/BlackPro/mim.xml,57,[6.424004825090471], well did you kn tha it happen to be did you know that i was fifteen by the way 
493,Hall/BlackPro/mim.xml,57,[6.424004825090471], um one two three four five six seven eight nine ttte ten eleven twelve thirteen fourteen fifteen 
494,Hall/BlackPro/mim.xml,57,[6.424004825090471], fifteen 
495,Hall/BlackPro/mim.xml,57,[6.424004825090471], twelve thirty 
496,Hall/BlackPro/mim.xml,57,[6.424004825090471], ten thirty eleven o clock 
497,Hall/BlackPro/trh.xml,57,[7.090737240075614], oh i can reach twelve 
498,Hall/BlackPro/trh.xml,57,[7.090737240075614], i can reach fourteen 
499,Hall/BlackPro/trh.xml,57,[7.090737240075614], oh         nine to ten to eleven twelve to thirteen to fourteen to fifteen to sixteen sixteen     
500,Hall/BlackPro/trh.xml,57,[7.090737240075614], twelve 
501,Hall/BlackPro/trh.xml,57,[7.090737240075614], w n b c or channel thirteen 
502,Hall/BlackPro/voh.xml,57,[5.7449605609114816], one two three four five four and five seven eight nine ten eleven twelve thirteen 
503,Hall/BlackPro/voh.xml,57,[5.7449605609114816], fourteen 
504,Hall/BlackPro/voh.xml,57,[5.7449605609114816], seven eight nine ten eleven twelve thirteen thirteen thirte thirteen fourteen fifteen 
505,Hall/BlackPro/voh.xml,57,[5.7449605609114816], twelve 
506,Hall/BlackPro/voh.xml,57,[5.7449605609114816], one two three four five six seven eight nine ten eleven 
507,Hall/BlackWork/deg.xml,57,[4.6949891067538125], one two three four five six seven eight nine ten eleven 
508,Hall/BlackWork/deg.xml,57,[4.6949891067538125],     one two three four five six seven eight nine ten eleven thirteen fourteen sixteen seventeen eighteen nineteen ele twe thir 
509,Hall/BlackWork/kig.xml,57,[5.67168458781362], check for fifteen 
510,Hall/BlackWork/kig.xml,57,[5.67168458781362], eighteen mo don t you 
511,Hall/BlackWork/kig.xml,57,[5.67168458781362], eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen we have eighteen boys an girls today 
512,Hall/BlackWork/kig.xml,57,[5.67168458781362], one two three four five six seven nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty 
513,Hall/BlackWork/kig.xml,57,[5.67168458781362], one two three four five six seven eight nine ten eleven twelve we have twelve girls here today 
514,Hall/BlackWork/kig.xml,57,[5.67168458781362], school for nineteen 
515,Hall/BlackWork/kig.xml,57,[5.67168458781362], now we gettin ready t to go school for nineteen 
516,Hall/BlackWork/kig.xml,57,[5.67168458781362], we goin ta to school now nineteen seventy eight 
517,Hall/BlackWork/kmf.xml,57,[5.909001956947162],     eleven wiggi 
518,Hall/BlackWork/lef.xml,57,[5.9056327724945135], eleven 
519,Hall/BlackWork/lef.xml,57,[5.9056327724945135], twelve 
520,Hall/BlackWork/lef.xml,57,[5.9056327724945135], thirteen 
521,Hall/BlackWork/lef.xml,57,[5.9056327724945135], fourteen 
522,Hall/BlackWork/lef.xml,57,[5.9056327724945135], fifteen 
523,Hall/BlackWork/lef.xml,57,[5.9056327724945135], sixteen 
524,Hall/BlackWork/lef.xml,57,[5.9056327724945135], seventeen 
525,Hall/BlackWork/lef.xml,57,[5.9056327724945135], eighteen 
526,Hall/BlackWork/lef.xml,57,[5.9056327724945135], nineteen 
527,Hall/BlackWork/lef.xml,57,[5.9056327724945135], when i go on the new treasure hunt i m gonna pick number thirteen 
528,Hall/BlackWork/pag.xml,57,[5.520948616600791], it s a naitin nineteen 
529,Hall/BlackWork/rog.xml,57,[6.016994633273703], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen thirteen fourteen fifteen fourteen fifteen eighteen twenty 
530,Hall/BlackWork/rog.xml,57,[6.016994633273703], eighteen nineteen nine twenty twenty one twenty two twenty ahem a b sti f six hallmnopqrstuv das that is 
531,Hall/BlackWork/rog.xml,57,[6.016994633273703], seventeen i m 
532,Hall/BlackWork/rog.xml,57,[6.016994633273703], seventeen 
533,Hall/BlackWork/rog.xml,57,[6.016994633273703], seventeen das that s the one i was on 
534,Hall/BlackWork/roj.xml,57,[6.632876712328767], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen eighteen nineteen twenty twenty one twenty two seven eight nine ten eleven twelve 
535,Hall/BlackWork/roj.xml,57,[6.632876712328767], try ta to git get to channel thirteen 
536,Hall/BlackWork/roj.xml,57,[6.632876712328767],     eighteen 
537,Hall/BlackWork/roj.xml,57,[6.632876712328767], what s eighteen 
538,Hall/BlackWork/trc.xml,57,[5.373134328358209], twelve thirteen fourteen fifteen seventeen eighteen nineteen twenty 
539,Hall/BlackWork/trc.xml,57,[5.373134328358209], eleven 
540,Hall/BlackWork/trc.xml,57,[5.373134328358209], that s a eleven 
541,Hall/BlackWork/trc.xml,57,[5.373134328358209], sixteen seventeen     
542,Hall/WhitePro/gas.xml,57,[5.585278986941037], seven eight nine ten eleven twelve thirteen fourteen sixteen seventeen 
543,Hall/WhitePro/gas.xml,57,[5.585278986941037], and seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen 
544,Hall/WhitePro/job.xml,57,[7.728278041074249], the eleven days is over 
545,Hall/WhitePro/job.xml,57,[7.728278041074249], nineteen seventy five 
546,Hall/WhitePro/job.xml,57,[7.728278041074249], daddy dad when when i get eighteen could you buy to could buy me a cool tool 
547,Hall/WhitePro/job.xml,57,[7.728278041074249], well yes i will maybe maybe when i get seventeen or eighteen or nineteen or mouse wraps 
548,Hall/WhitePro/job.xml,57,[7.728278041074249], when i m eighteen i ll come 
549,Hall/WhitePro/jub.xml,57,[7.3000723065798985],     you say i m eighteen 
550,Hall/WhitePro/maa.xml,57,[5.452691218130312], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen twenty twenty one twenty two twenty three twenty four twenty five twenty six twenty seven twenty eight twenty nine thirty one thirty two thirty three thirty four thirty four 
551,Hall/WhitePro/rob.xml,57,[6.909367088607595], this one i have sixteen i have 
552,Hall/WhitePro/rob.xml,57,[6.909367088607595], and it had sticks sixteen sixteen feet 
553,Hall/WhitePro/rob.xml,57,[6.909367088607595], or seventeen or eighteen or nine 
554,Hall/WhitePro/rob.xml,57,[6.909367088607595], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nine nine feet i was know what was 
555,Hall/WhitePro/rob.xml,57,[6.909367088607595], m m eighteen 
556,Hall/WhitePro/rob.xml,57,[6.909367088607595], it s fourteen yeah 
557,Hall/WhitePro/rob.xml,57,[6.909367088607595], eight nine ten eleven twelve 
558,Hall/WhitePro/rob.xml,57,[6.909367088607595], when i be eight brian might be nine or ten or eleven or twelve 
559,Hall/WhitePro/rob.xml,57,[6.909367088607595], and then i m gonna be twelve how long when i be twelve how old he s gonna be 
560,Hall/WhitePro/rob.xml,57,[6.909367088607595], and then when when i be sixteen how old 
561,Hall/WhitePro/rob.xml,57,[6.909367088607595], s sixteen steps 
562,Hall/WhitePro/rob.xml,57,[6.909367088607595], sixteen is a it s not even bigger i 
563,Hall/WhitePro/rob.xml,57,[6.909367088607595], when i be six seventeen and i ll be bigger brian 
564,Hall/WhitePro/rob.xml,57,[6.909367088607595], sixteen 
565,Hall/WhitePro/rob.xml,57,[6.909367088607595], seventeen will be still be smaller 
566,Hall/WhitePro/rob.xml,57,[6.909367088607595], when i be eighteen 
567,Hall/WhitePro/rob.xml,57,[6.909367088607595], eighteen 
568,Hall/WhitePro/rob.xml,57,[6.909367088607595], ahhah but somebody else t reach eighteen and i go on der floor 
569,Hall/WhitePro/tos.xml,57,[6.313997477931904], twelve 
570,Hall/WhitePro/tos.xml,57,[6.313997477931904], it s twelve 
571,Hall/WhitePro/tos.xml,57,[6.313997477931904], eleven o clock 
572,Hall/WhitePro/zoe.xml,57,[6.3809897879025925], and i know that i m not eleven 
573,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], i ve got sixteen 
574,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], i got sixteen shots 
575,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], sixteen to six 
576,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], eleven 
577,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], le eleven shots i got 
578,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], seventeen 
579,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], seventeen frank 
580,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], seventeen frankie 
581,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], thirteen 
582,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], you re dirteen thirteen 
583,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], thirteen 
584,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], thirteen 
585,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], ha you re dirteen thirteen     i gotta bust da the bottle 
586,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], you re um eleven 
587,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], six and eleven 
588,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], and i m am not fifteen and i can climb 
589,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], i m fifteen i m 
590,Hall/WhiteWork/boo.xml,57,[5.4652155356380705], ah fifteen 
591,Hall/WhiteWork/dal.xml,57,[5.130696474634566], that s the sixteen 
592,Hall/WhiteWork/dal.xml,57,[5.130696474634566], twelve twelve 
593,Hall/WhiteWork/mig.xml,57,[5.823569482288828], six seven eight none ten eleven twelve twelve 
594,Hall/WhiteWork/mig.xml,57,[5.823569482288828], how come to fifteen to six 
595,Hall/WhiteWork/mig.xml,57,[5.823569482288828], um zero 
596,Hall/WhiteWork/mig.xml,57,[5.823569482288828], one one two three four five     six seven eight nine ten eleven twelve 
597,Hall/WhiteWork/mig.xml,57,[5.823569482288828], thirteen fourteen fifteen sixteen seventeen eighteen nineteen hundred two 
598,Hall/WhiteWork/mig.xml,57,[5.823569482288828], seventeen eighteen nineteen twenty twenty one twenty two twenty three twenty four twenty fi 
599,Hall/WhiteWork/sat.xml,54,[6.339222614840989], only five or six or twelve 
600,Hall/WhiteWork/sat.xml,54,[6.339222614840989], i win twelve hundred dollars 
601,Hall/WhiteWork/sat.xml,54,[6.339222614840989], you won a hundred twelve hundred dollars and i did 
602,Hall/WhiteWork/sat.xml,54,[6.339222614840989], ten eleven 
603,Hall/WhiteWork/sat.xml,54,[6.339222614840989], elebin eleven no i ll oln only count to ten no b the number i m gonna leave dis this on for awhile one two three four fi six seven eight nine 
604,Hall/WhiteWork/stl.xml,57,[7.02322738386308], one two three four five six seven eight ten eleven twelve thirteen fourteen fifteen 
605,Hall/WhiteWork/stl.xml,57,[7.02322738386308], i have sixteen cards 
606,Hall/WhiteWork/stl.xml,57,[7.02322738386308], one two three four five six seven nine eleven fifteen seventeen fifteen sixteen seventeen eighteen nineteen 
607,Hall/WhiteWork/stl.xml,57,[7.02322738386308], i have nineteen cards 
608,Hall/WhiteWork/stl.xml,57,[7.02322738386308], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen 
609,Hall/WhiteWork/stl.xml,57,[7.02322738386308], one two three four five seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty twenty one twenty two twenty three twenty four twenty five twenty six twenty seven 
610,Hall/WhiteWork/stl.xml,57,[7.02322738386308], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fi 
611,Hall/WhiteWork/stl.xml,57,[7.02322738386308], after one comes two and after two comes four and after four comes five and after five comes six and after seven comes eight and after nine comes ten and after that comes eleven 
612,Hall/WhiteWork/stl.xml,57,[7.02322738386308], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen nineteen twenty could it be open at twenty o clock 
613,Hall/WhiteWork/sut.xml,57,[6.240773286467487], nineteen forty six 
614,Hall/WhiteWork/sut.xml,57,[6.240773286467487], keep dis this going fifteen minutes 
615,Hall/WhiteWork/sut.xml,57,[6.240773286467487], no no the number is sixty seven seventeen 
616,Hall/WhiteWork/sut.xml,57,[6.240773286467487], so beach bab i beach bab i zero 
617,Higginson/April/april05.xml,34,[3.825657894736842], one two three four five six seven ten eleven 
618,Kuczaj/abe011.xml,30,[4.96], i got eighteen 
619,Kuczaj/abe027.xml,32,[6.488372093023256], oh one two three four five six seven eight nine ten twelve fifteen sixteen seventeen nineteen nineteen 
620,Kuczaj/abe045.xml,34,[6.626865671641791], i m walking with a eighteen shirt on to school 
621,Kuczaj/abe051.xml,35,[5.892655367231638], no all the way around it s twelve o clock 
622,Kuczaj/abe051.xml,35,[5.892655367231638], what happens at twelve o clock mom 
623,Kuczaj/abe051.xml,35,[5.892655367231638], that twelve 
624,Kuczaj/abe064.xml,37,[7.337662337662338], and the big hand is pointing to number twelve 
625,Kuczaj/abe071.xml,38,[9.947368421052632], that s three and three makes fourteen makes eighteen 
626,Kuczaj/abe071.xml,38,[9.947368421052632], eleven you re right 
627,Kuczaj/abe073.xml,38,[7.853448275862069], i m almost four i m almost seventeen year old 
628,Kuczaj/abe090.xml,40,[8.247863247863247], maybe it s twelve o clock 
629,Kuczaj/abe098.xml,41,[6.460176991150442], eleven and twelve and two and two and two and two makes ten 
630,Kuczaj/abe101.xml,41,[7.850467289719626], zero 
631,Kuczaj/abe121.xml,44,[7.992424242424242], no if you grate it up i will two zero 
632,Kuczaj/abe121.xml,44,[7.992424242424242], is that two zero 
633,Kuczaj/abe121.xml,44,[7.992424242424242], i think it s two zero 
634,Kuczaj/abe121.xml,44,[7.992424242424242], it is two zero 
635,Kuczaj/abe137.xml,46,[5.96039603960396], twelve months old 
636,Kuczaj/abe155.xml,49,[8.63716814159292], tomorrow i ll do my eleven dreams 
637,Kuczaj/abe201.xml,58,[7.829268292682927], mom everytime i laugh zero cough 
638,Kuczaj/abe205.xml,59,[7.819672131147541], fifteen 
639,Kuczaj/abe205.xml,59,[7.819672131147541], we could count one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty 
640,Kuczaj/abe207.xml,60,[7.12962962962963], and the big hand is on the twelve 
641,MacWhinney/19a2.xml,29,[3.6946564885496183], four five six seven eight nine eleven 
642,MacWhinney/20a1.xml,31,[3.821256038647343], eleven 
643,MacWhinney/20a1.xml,31,[3.821256038647343], twelve 
644,MacWhinney/20a1.xml,31,[3.821256038647343], yeah a little eleven 
645,MacWhinney/20a1.xml,31,[3.821256038647343], he s eleven 
646,MacWhinney/20a2.xml,31,[4.553990610328638], eleven too mine 
647,MacWhinney/35b2.xml,39,[7.442528735632184], one two three four five six seven eight nine ten eleven twelve freeze 
648,MacWhinney/37b1.xml,40,[5.930379746835443], four five six seven eight nine ten eleven twelve thirteen fourteen fifteen 
649,MacWhinney/43b2.xml,44,[7.051282051282051], eleven twelve thirteen fourteen fifteen seventeen 
650,MacWhinney/43b2.xml,44,[7.051282051282051], eighteen nineteen twenty one 
651,MacWhinney/47a2.xml,48,[7.221311475409836], eleven twelve thirteen 
652,MacWhinney/47a2.xml,48,[7.221311475409836], fourteen 
653,MacWhinney/47a2.xml,48,[7.221311475409836], fifteen sixteen seventeen eighteen nineteen twenty 
654,MacWhinney/48a2.xml,50,[7.333333333333333], nine ten eleven 
655,MacWhinney/49a2.xml,51,[7.383333333333334], eleven 
656,MacWhinney/49a2.xml,51,[7.383333333333334], eleven 
657,MacWhinney/53b1.xml,54,[8.107142857142858], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen 
658,MacWhinney/53b1.xml,54,[8.107142857142858], sixteen seventeen eighteen 
659,MacWhinney/53b1.xml,54,[8.107142857142858], one one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen 
660,MacWhinney/56a2.xml,59,[8.21551724137931], it would be twelve o clock 
661,MacWhinney/58b1.xml,62,[10.72972972972973], only nineteen days till easter 
662,MacWhinney/58b1.xml,62,[10.72972972972973], now there are only sixteen more days until easter 
663,MacWhinney/61b1.xml,66,[11.893333333333333], late in the night at thirteen o clock 
664,MacWhinney/61b1.xml,66,[11.893333333333333], zero 
665,MacWhinney/62a1.xml,67,[6.702970297029703], eleven hundred 
666,MacWhinney/65a1.xml,69,[6.735632183908046], i can t get zero 
667,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
668,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
669,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
670,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
671,MacWhinney/68a2.xml,72,[12.112903225806452], why are twelve and twenty two white 
672,MacWhinney/68a2.xml,72,[12.112903225806452], right like like um seventeen twelve there that s the second 
673,MacWhinney/69a2.xml,72,[11.304347826086957], you know that program we saw on tv on channel thirteen where everybody was naked 
674,MacWhinney/72f.xml,52,[8.455696202531646], see it s not eleven twenty anymore 
675,MacWhinney/76a1.xml,78,[7.2105263157894735], twelve 
676,MacWhinney/76a1.xml,78,[7.2105263157894735], twelve for big people 
677,MacWhinney/76b1.xml,78,[8.909090909090908], five dollars and fifteen cents 
678,MacWhinney/76b1.xml,78,[8.909090909090908], five dollars and fif what s fifteen with five 
679,MacWhinney/82b1.xml,83,[5.666666666666667], that was fifteen 
680,MacWhinney/84b2.xml,85,[7.087719298245614], from four yeah eleven notes on each bar 
681,MacWhinney/89a1.xml,89,[5.22972972972973], seventeen 
682,MacWhinney/89a1.xml,89,[5.22972972972973], seventeen braves 
683,MacWhinney/89b2.xml,89,[4.057142857142857], six plus six is twelve 
684,MacWhinney/89b2.xml,89,[4.057142857142857], eight plus eight is sixteen 
685,MacWhinney/89b2.xml,89,[4.057142857142857], six plus eight is fifteen 
686,MacWhinney/89b2.xml,89,[4.057142857142857], fifteen take away zero is fifteen 
687,NH/nh42m-ramsey.xml,42,[4.403846153846154], fourteen 
688,NH/nh42m-ramsey.xml,42,[4.403846153846154], or sixteen 
689,NH/nh42m-ramsey.xml,42,[4.403846153846154], fourteen 
690,NH/nh48f-edwina.xml,49,[4.811594202898551], it s seventeen blocks away 
691,NH/nh48f-kame.xml,48,[3.598360655737705], eleven 
692,NH/nh48f-kame.xml,48,[3.598360655737705], twelve 
693,NH/nh48m-jobey.xml,48,[2.973856209150327], twelve 
694,NH/nh48m-jobey.xml,48,[2.973856209150327], thirteen 
695,NH/nh48m-jobey.xml,48,[2.973856209150327], seventeen 
696,NH/nh48m-jobey.xml,48,[2.973856209150327], seventeen 
697,NH/nh48m-jobey.xml,48,[2.973856209150327], nineteen 
698,NH/nh54f-candide.xml,55,[4.968627450980392], eleven twelve thirteen 
699,NH/nh54m-cain.xml,54,[3.7437722419928825], eighteen 
700,Nelson/811220.xml,22,[4.907894736842105], just go to sleep fifteen minutes 
701,Nelson/811220.xml,22,[4.907894736842105], sleeping fuhk fifteen go to sleep 
702,Nelson/821014.xml,31,[6.241758241758242], seven eight seven eight nine ten eleven twelve fourteen 
703,Nelson/821014.xml,31,[6.241758241758242], fourteen seventeen eighteen nineteen 
704,Nelson/821014.xml,31,[6.241758241758242], fourteen thirteen seventeen eighteen nineteen 
705,Normal/andy1.xml,26,[2.9146757679180886], eleven 
706,Normal/andy2.xml,26,[2.9390243902439024], eleven 
707,Post/Tow/tow05.xml,24,[3.3821138211382116], eleven 
708,Providence/Alex/ale13.xml,23,[1.9705882352941178], twelve 
709,Providence/Alex/ale13.xml,23,[1.9705882352941178], twelve 
710,Providence/Alex/ale13.xml,23,[1.9705882352941178], twelve 
711,Providence/Alex/ale13.xml,23,[1.9705882352941178], twelve 
712,Providence/Alex/ale14.xml,23,[1.4817518248175183], twelve 
713,Providence/Alex/ale19.xml,26,[1.7857142857142858], five six seven eight nine twelve 
714,Providence/Alex/ale21.xml,27,[2.0985507246376813],     eighteen nineteen 
715,Providence/Alex/ale22.xml,27,[2.1569506726457397], eleven 
716,Providence/Alex/ale22.xml,27,[2.1569506726457397], twelve 
717,Providence/Alex/ale22.xml,27,[2.1569506726457397], thirteen 
718,Providence/Alex/ale22.xml,27,[2.1569506726457397], seventeen 
719,Providence/Alex/ale22.xml,27,[2.1569506726457397], eighteen 
720,Providence/Alex/ale22.xml,27,[2.1569506726457397], nineteen 
721,Providence/Alex/ale23.xml,27,[1.7586206896551724], thirteen 
722,Providence/Alex/ale23.xml,27,[1.7586206896551724], fourteen 
723,Providence/Alex/ale23.xml,27,[1.7586206896551724], fifteen 
724,Providence/Alex/ale23.xml,27,[1.7586206896551724], seventeen 
725,Providence/Alex/ale23.xml,27,[1.7586206896551724], sixteen 
726,Providence/Alex/ale23.xml,27,[1.7586206896551724], eighteen 
727,Providence/Alex/ale24.xml,28,[2.2525107604017216], seven eight nine ten eleven twelve thirteen fourteen 
728,Providence/Alex/ale25.xml,28,[1.9397590361445782], eleven 
729,Providence/Alex/ale25.xml,28,[1.9397590361445782], twelve 
730,Providence/Alex/ale25.xml,28,[1.9397590361445782], thirteen 
731,Providence/Alex/ale25.xml,28,[1.9397590361445782], fourteen 
732,Providence/Alex/ale25.xml,28,[1.9397590361445782], fifteen 
733,Providence/Alex/ale25.xml,28,[1.9397590361445782], seventeen 
734,Providence/Alex/ale25.xml,28,[1.9397590361445782], eighteen 
735,Providence/Alex/ale25.xml,28,[1.9397590361445782], nineteen 
736,Providence/Alex/ale27.xml,29,[2.5336700336700337], uh what s that a dog and a yyy thirteen 
737,Providence/Alex/ale27.xml,29,[2.5336700336700337], that s a thirteen 
738,Providence/Alex/ale27.xml,29,[2.5336700336700337], thirteen 
739,Providence/Alex/ale27.xml,29,[2.5336700336700337], yyy yyy fifteen 
740,Providence/Alex/ale27.xml,29,[2.5336700336700337], a fifteen 
741,Providence/Alex/ale34.xml,33,[2.4647619047619047], nineteen 
742,Providence/Alex/ale35.xml,33,[2.6504065040650406], seventeen 
743,Providence/Alex/ale35.xml,33,[2.6504065040650406], mommy look at seventeen 
744,Providence/Alex/ale35.xml,33,[2.6504065040650406], mommy seventeen 
745,Providence/Alex/ale35.xml,33,[2.6504065040650406], seventeen 
746,Providence/Alex/ale35.xml,33,[2.6504065040650406], it s seventeen 
747,Providence/Alex/ale36.xml,33,[2.6823956442831216],     eleven 
748,Providence/Alex/ale36.xml,33,[2.6823956442831216], where s eleven okay 
749,Providence/Alex/ale36.xml,33,[2.6823956442831216], eleven socks 
750,Providence/Alex/ale36.xml,33,[2.6823956442831216], eleven 
751,Providence/Alex/ale36.xml,33,[2.6823956442831216], yyy eleven socks 
752,Providence/Alex/ale36.xml,33,[2.6823956442831216], where s eleven 
753,Providence/Alex/ale36.xml,33,[2.6823956442831216], go find twelve 
754,Providence/Alex/ale36.xml,33,[2.6823956442831216], where s     where s fourteen 
755,Providence/Alex/ale36.xml,33,[2.6823956442831216], fourteen 
756,Providence/Alex/ale36.xml,33,[2.6823956442831216], where s fourteen 
757,Providence/Alex/ale36.xml,33,[2.6823956442831216], fourteen 
758,Providence/Alex/ale36.xml,33,[2.6823956442831216], my fourteen 
759,Providence/Alex/ale36.xml,33,[2.6823956442831216], where s eleven 
760,Providence/Alex/ale36.xml,33,[2.6823956442831216], eleven 
761,Providence/Alex/ale36.xml,33,[2.6823956442831216], eleven 
762,Providence/Alex/ale36.xml,33,[2.6823956442831216], eleven 
763,Providence/Alex/ale36.xml,33,[2.6823956442831216], eleven 
764,Providence/Alex/ale36.xml,33,[2.6823956442831216],     yyy eleven 
765,Providence/Alex/ale36.xml,33,[2.6823956442831216], eleven nineteen 
766,Providence/Alex/ale36.xml,33,[2.6823956442831216], eight nine ten eleven twelve 
767,Providence/Alex/ale36.xml,33,[2.6823956442831216], thirteen fourteen 
768,Providence/Alex/ale36.xml,33,[2.6823956442831216], sixteen 
